query,mode,prediction,BLEU,ROUGE-L,EM,Time (s),LLM Score
博士生的培养方式有哪些？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。

基于以上证据，简短回答：博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。
[1 | doc1] 博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。

基于以上证据，简短回答：博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
[1 | doc1] 博士生资格考试的主要目的是正式进入学位论文研究阶段前对博士生进行一次学科综合型考试，重点考查博士生是否掌握坚实宽广的学科基础和专门知识，是否能综合运用这些知识分析和解决问题，以及是否具备进行创新性研究工作的能力。资格考试通过后方可申请开题答辩。

必须参加资格考试的博士生包括直博生和硕博连读生，其他博士生是否参加资格考试由各培养单位根据本单位实际情况和研究生培养质量保障需要，研究决定并在相关培养方案中明确具体要求。

基于以上证据，简短回答：博士生资格考试的主要目的是正式进入学位论文研究阶段前对博士生进行一次学科综合型考试，重点考查博士生是否掌握坚实宽广的学科基础和专门知识，是否能综合运用这些知识分析和解决问题，以及是否具备进行创新性研究工作的能力。资格考试通过后方可申请开题答辩。

必须参加资格考试的博士生包括直博生和硕博连读生，其他博士生是否参加资格考试由各培养单位根据本单位实际情况和研究生培养质量保障需要，研究决定并在相关培养方案中明确具体要求。
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。

基于以上内容，简短回答：博士生的培养方式有哪些？
博士研究生的培养方式分为全日制和非全日制两种。

全日制博士研究生是指符合国家研究生招生规定，通过研究生入学考试或者国家承认的其他入学方式，被具有实施研究生教育资格的高等学校或其他教育机构录取，在基本修业年限或者学校规定的修业年限内，全脱产在校学习的研究生。

非全日制博士研究生是指符合国家研究生招生规定，通过研究生入学考试或者国家承认的其他入学方式，被具有实施研究生教育",0.04216887580306239,0.125,0.0,7.0687096118927,0.8
博士生的培养方式有哪些？,RAG_Opt_v2,"博士研究生的学制为4年，最长学习年限为6年。
[1 | doc1] 博士生在学期间，因个人原因",0.21771262023986562,0.6666666666666666,0.0,5.876049041748047,0.8
博士生的学制最长年限是多少年？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
[1 | doc1] 直博生退博转硕后的硕士学习年限从博士入学时开始计算，学生必须在全日制硕士最长学习年限内(含休学)完成学业。如果直博生已经超过全日制硕士最长学习年限，则需在退博转硕的当学年内完成硕士学业，否则将予以退学处理。

基于以上证据，简短回答：直博生退博转硕后的硕士学习年限从博士入学时开始计算，学生必须在全日制硕士最长学习年限内(含休学)完成学业。如果直博生已经超过全日制硕士最长学习年限，则需在退博转硕的当学年内完成硕士学业，否则将予以退学处理。
[1 | doc1] 研究生申请提前毕业的最短学习年限要求如下：  
1. 硕士生的最短学习年限应不少于2年;  
2. 博士生的最短学习年限应不少于3年;  
3. 直博生的最短学习年限应不少于4年。  

各院系可根据学科特点制定优秀研究生提前毕业的具体管理办法，但不得低于上述最低年限要求。

基于以上证据，简短回答：研究生申请提前毕业的最短学习年限要求如下：  
1. 硕士生的最短学习年限应不少于2年;  
2. 博士生的最短学习年限应不少于3年;  
3. 直博生的最短学习年限应不少于4年。  

各院系可根据学科特点制定优秀研究生提前毕业的具体管理办法，但不得低于上述最低年限要求。
[1 | doc1] 博士生在每学年末需要提交学业年度进展报告。培养单位通过这份报告检查博士生的论文工作进展情况，可以组织专门的考核小组对报告进行评审，并给出提升论文质量的建议和分流建议。

基于以上证据，简短回答：博士生在每学年末需要提交学业年度进展报告。培养单位通过这份报告检查博士生的论文工作进展情况，可以组织专门的考核小组对报告进行评审，并给出提升论文质量的建议和分流建议。

基于以上内容，简短回答：博士生的学制最长年限是多少年？
[1 | doc1] 博士生培养实行弹性学制。博士生培养年限一般为4年，最长不超过6年。

基于以上证据，简短回答：博士生培养实行弹性学制。博士生培养年限一般为4年，最长不超过6年。
[1 | doc1] 博士生在申请学位前，应完成培养方案规定的课程学习，考试合格，并完成博士学位论文开题报告、论文",0.04564850044445124,0.09523809523809523,0.0,5.807072877883911,0.8
博士生的学制最长年限是多少年？,RAG_Opt_v2,"博士生在每学年末需要提交学业年度进展报告。培养单位通过这份报告检查博士生的论文工作进展情况，可以组织专门的考核小组对报告进行评审，并给出提升论文质量的建议和分流建议。
[1 | doc1] 博士生在每学年末需要提交学业年度进展报告。培养单位通过这份报告检查博士生的论文工作进展情况，可以组织专门的考核小组对报告进行评审，并给出提升论文",0.21771262023986562,1.0,0.0,5.8212175369262695,0.8
研究生入学后多久制定个人培养计划？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 研究生奖学金每年12月31日前一次性发放给获奖学生，发放情况将记入学生学籍档案。若学生在发放之日前办理休学手续，则暂停发放，待复学后按休学前评定的结果恢复发放。

基于以上证据，简短回答：研究生奖学金每年12月31日前一次性发放给获奖学生，发放情况将记入学生学籍档案。若学生在发放之日前办理休学手续，则暂停发放，待复学后按休学前评定的结果恢复发放。
[1 | doc1] 研究生请事假超过一个月应办理休学手续。具体流程为：由导师签署意见后，提交院(系)主管研究生工作负责人审批，审批通过后按学校规定办理休学手续。

基于以上证据，简短回答：研究生请事假超过一个月应办理休学手续。具体流程为：由导师签署意见后，提交院(系)主管研究生工作负责人审批，审批通过后按学校规定办理休学手续。
[1 | doc1] 研究生国家奖学金每年12月31日前一次性发放给获奖学生，同时将获奖情况记入学生学籍档案。

基于以上证据，简短回答：研究生国家奖学金每年12月31日前一次性发放给获奖学生，同时将获奖情况记入学生学籍档案。
[1 | doc1] 学满一学年以上退学的研究生，按规定时间办完退学手续后，可申请办理肄业证书。学习不满一学年退学的研究生可办理学习证明。

基于以上证据，简短回答：学满一学年以上退学的研究生，按规定时间办完退学手续后，可申请办理肄业证书。学习不满一学年退学的研究生可办理学习证明。
[1 | doc1] 学生对学校的处分决定有异议时，应在接到学校处分决定书之日起10日内提出书面申诉。如果原处分决定书未告知申诉期限，申诉期限则从学生知道或应当知道处分决定之日起计算，但最长不得超过6个月。

基于以上证据，简短回答：学生对学校的处分决定有异议时，应在接到学校处分决定书之日起10日内提出书面申诉。如果原处分决定书未告知申诉期限，申诉期限则从学生知道或应当知道处分决定之日起计算，但最长不得超过6个月。

基于以上内容，简短回答：研究生入学后多久制定个人培养计划？研究生入学后多久制定个人培养计划？
[1 | doc1] 研究生入学后，导师应与学生签订培养协议，明确培养目标、培养计划、培养方式、培养过程、培养质量、学位论文等方面的具体要求。

基于以上证据，简短回答：研究生入学后，导师应与学生签订培养协议，明确培养目标、培养计划、培养方式、培养过程、培养质量、学位论文等方面的具体要求。
[1",0.07030983742621925,0.14814814814814814,0.0,5.75770378112793,0.8
研究生入学后多久制定个人培养计划？,RAG_Opt_v2,"申诉期限从学生知道或应当知道处分决定之日起计算，但最长不得超过6个月。
[1 | doc1] 学生对学校的处分决定有异议时，应在接到学校处分决定书之日起10日内提出书面申诉。如果原处分决定书未告知申诉期限，申诉期限则从学生知道或应当知道处分决定之日起计算，但最长不得超过6个月。

基于以上证据，简短回答：学生",0.20205155046766235,0.5714285714285715,0.0,5.752164840698242,0.8
博士生的培养方式有哪些？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。

基于以上证据，简短回答：博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。
[1 | doc1] 博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。

基于以上证据，简短回答：博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
[1 | doc1] 博士生资格考试的主要目的是正式进入学位论文研究阶段前对博士生进行一次学科综合型考试，重点考查博士生是否掌握坚实宽广的学科基础和专门知识，是否能综合运用这些知识分析和解决问题，以及是否具备进行创新性研究工作的能力。资格考试通过后方可申请开题答辩。

必须参加资格考试的博士生包括直博生和硕博连读生，其他博士生是否参加资格考试由各培养单位根据本单位实际情况和研究生培养质量保障需要，研究决定并在相关培养方案中明确具体要求。

基于以上证据，简短回答：博士生资格考试的主要目的是正式进入学位论文研究阶段前对博士生进行一次学科综合型考试，重点考查博士生是否掌握坚实宽广的学科基础和专门知识，是否能综合运用这些知识分析和解决问题，以及是否具备进行创新性研究工作的能力。资格考试通过后方可申请开题答辩。

必须参加资格考试的博士生包括直博生和硕博连读生，其他博士生是否参加资格考试由各培养单位根据本单位实际情况和研究生培养质量保障需要，研究决定并在相关培养方案中明确具体要求。
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。

基于以上内容，简短回答：博士生的培养方式有哪些？

1. 博士研究生的培养方式有以下几种：  
1. 全日制  
2. 非全日制  
3. 直博生  
4. 硕博连读生  
5. 提前毕业博士生

2. 全日制  
全日制博士研究生学习方式为全脱产学习，即在基本学习年限内，除从事科学研究外，必须脱产在校学习。",0.03432087539530957,0.10256410256410257,0.0,5.865119218826294,0.8
博士生的培养方式有哪些？,RAG_Opt_v2,"博士研究生的基本学习年限为3至5年。
[1 | doc1] 博士生应在导师指导下自主完成博士学位论文，并在学位论文答辩通过后方可申请授予博士学位。

基于以上证据，简短回答：博士生应在导师指导下自主完成博士学位论文，并在学位论文答辩通过后方可申请授予博士学位。
[1 | doc1] 博士生申请提前毕业，应满足以下条件：",0.10445522730720382,0.5,0.0,5.858866453170776,0.8
课程成绩不达标如何处理？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。

基于以上证据，简短回答：短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。
[1 | doc1] 德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。

基于以上证据，简短回答：德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。
[1 | doc1] 德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。

基于以上证据，简短回答：德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。
[1 | doc1] 分项成绩指的是在申请人参加的外语考试中，各单项技能(如听力、阅读、写作、口语)的考核成绩的平均值。

基于以上证据，简短回答：分项成绩指的是在申请人参加的外语考试中，各单项技能(如听力、阅读、写作、口语)的考核成绩的平均值。
[1 | doc1] 申请人需参加以下两项考试，考试成绩在该考试的有效期内有效：

1. 研究生外语水平考试(CET-6);
2.",0.027497855348380156,0.08333333333333333,0.0,5.936825752258301,0.8
课程成绩不达标如何处理？,RAG_Opt_v2,"基于证据，简洁总结核心答案 (1-2 句)，避免冗余。问题：课程成绩不达标如何处理？ 证据：[1 | doc1] 短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。

基于以上证据，简短回答：短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。
[1 | doc1] 德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。

基于以上证据，简短回答：德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。
[1 | doc1] 德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。

基于以上证据，简短回答：德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。
[1 | doc1] 德育助理考核结果为“合格”的后果包括以下几点：

1. 保留德育助理资格：德育助理考核结果为“合格”的，可继续从事德育助理工作。

2. 保留工作资格：德育助理考核结果为“合格”的，可保留工作资格，但仅能获得基础津贴。

3. 保留纪律处分：德育助理考核结果为“合格”的，",0.010934119731218614,0.0851063829787234,0.0,5.934453010559082,0.8
