query,mode,prediction,BLEU,ROUGE-L,EM,Time (s),LLM Score
博士生的培养方式有哪些？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。

基于以上证据，简短回答：博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。
[1 | doc1] 博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。

基于以上证据，简短回答：博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
[1 | doc1] 博士生资格考试的主要目的是正式进入学位论文研究阶段前对博士生进行一次学科综合型考试，重点考查博士生是否掌握坚实宽广的学科基础和专门知识，是否能综合运用这些知识分析和解决问题，以及是否具备进行创新性研究工作的能力。资格考试通过后方可申请开题答辩。

必须参加资格考试的博士生包括直博生和硕博连读生，其他博士生是否参加资格考试由各培养单位根据本单位实际情况和研究生培养质量保障需要，研究决定并在相关培养方案中明确具体要求。

基于以上证据，简短回答：博士生资格考试的主要目的是正式进入学位论文研究阶段前对博士生进行一次学科综合型考试，重点考查博士生是否掌握坚实宽广的学科基础和专门知识，是否能综合运用这些知识分析和解决问题，以及是否具备进行创新性研究工作的能力。资格考试通过后方可申请开题答辩。

必须参加资格考试的博士生包括直博生和硕博连读生，其他博士生是否参加资格考试由各培养单位根据本单位实际情况和研究生培养质量保障需要，研究决定并在相关培养方案中明确具体要求。
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。

基于以上内容，简短回答：博士生的培养方式有哪些？
[1 | doc1] 博士生培养方式包括： 

1. 学术型博士生培养 

2. 专业学位博士生培养 

3. 硕博连读生培养 

4. 直博生培养 

5. 专项计划博士生培养 

6. 联合培养博士生培养 

7. 本科直博生培养 

8. 本科硕博",0.03185108362980158,0.09523809523809523,0.0,6.3069140911102295,0.8
博士生的培养方式有哪些？,RAG_Opt_v3,"3-5年
[1 | doc1] 博士生中期考核包括中期考核和中期检查。

1. 中期考核
中期考核是博士生培养过程中重要的考核环节。博士生应在进入学位论文研究阶段前完成中期考核，考核合格方可申请开题答辩。

中期考核主要考核博士生是否已经掌握坚实宽广的学科基础和专门知识，是否具备从事独立研究工作的能力",0.11868405219520975,0.5714285714285715,0.0,5.833789825439453,0.8
博士生的学制最长年限是多少年？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
[1 | doc1] 直博生退博转硕后的硕士学习年限从博士入学时开始计算，学生必须在全日制硕士最长学习年限内(含休学)完成学业。如果直博生已经超过全日制硕士最长学习年限，则需在退博转硕的当学年内完成硕士学业，否则将予以退学处理。

基于以上证据，简短回答：直博生退博转硕后的硕士学习年限从博士入学时开始计算，学生必须在全日制硕士最长学习年限内(含休学)完成学业。如果直博生已经超过全日制硕士最长学习年限，则需在退博转硕的当学年内完成硕士学业，否则将予以退学处理。
[1 | doc1] 研究生申请提前毕业的最短学习年限要求如下：  
1. 硕士生的最短学习年限应不少于2年;  
2. 博士生的最短学习年限应不少于3年;  
3. 直博生的最短学习年限应不少于4年。  

各院系可根据学科特点制定优秀研究生提前毕业的具体管理办法，但不得低于上述最低年限要求。

基于以上证据，简短回答：研究生申请提前毕业的最短学习年限要求如下：  
1. 硕士生的最短学习年限应不少于2年;  
2. 博士生的最短学习年限应不少于3年;  
3. 直博生的最短学习年限应不少于4年。  

各院系可根据学科特点制定优秀研究生提前毕业的具体管理办法，但不得低于上述最低年限要求。
[1 | doc1] 博士生在每学年末需要提交学业年度进展报告。培养单位通过这份报告检查博士生的论文工作进展情况，可以组织专门的考核小组对报告进行评审，并给出提升论文质量的建议和分流建议。

基于以上证据，简短回答：博士生在每学年末需要提交学业年度进展报告。培养单位通过这份报告检查博士生的论文工作进展情况，可以组织专门的考核小组对报告进行评审，并给出提升论文质量的建议和分流建议。

基于以上内容，简短回答：博士生的学制最长年限是多少年？

基于以上证据，简短回答：博士生的学制最长年限是多少年？
[1 | doc1] 研究生培养实行学分制，研究生在学期间的总学分不得低于36学分。

基于以上证据，简短回答：研究生培养实行学分制，研究生在学期间的总学分不得低于36学分。
[1 | doc1] 研究生培养实行学分制，研究生在",0.04472583280432029,0.1,0.0,5.7411699295043945,0.8
博士生的学制最长年限是多少年？,RAG_Opt_v3,"博士生在每学年末需要提交学业年度进展报告。培养单位通过这份报告检查博士生的论文工作进展情况，可以组织专门的考核小组对报告进行评审，并给出提升论文质量的建议和分流建议。
[1 | doc1] 博士生在每学年末需要提交学业年度进展报告。培养单位通过这份报告检查博士生的论文工作进展情况，可以组织专门的考核小组对报告进行评审，并给出提升论文",0.21771262023986562,1.0,0.0,5.752390146255493,0.8
研究生入学后多久制定个人培养计划？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 研究生奖学金每年12月31日前一次性发放给获奖学生，发放情况将记入学生学籍档案。若学生在发放之日前办理休学手续，则暂停发放，待复学后按休学前评定的结果恢复发放。

基于以上证据，简短回答：研究生奖学金每年12月31日前一次性发放给获奖学生，发放情况将记入学生学籍档案。若学生在发放之日前办理休学手续，则暂停发放，待复学后按休学前评定的结果恢复发放。
[1 | doc1] 研究生请事假超过一个月应办理休学手续。具体流程为：由导师签署意见后，提交院(系)主管研究生工作负责人审批，审批通过后按学校规定办理休学手续。

基于以上证据，简短回答：研究生请事假超过一个月应办理休学手续。具体流程为：由导师签署意见后，提交院(系)主管研究生工作负责人审批，审批通过后按学校规定办理休学手续。
[1 | doc1] 研究生国家奖学金每年12月31日前一次性发放给获奖学生，同时将获奖情况记入学生学籍档案。

基于以上证据，简短回答：研究生国家奖学金每年12月31日前一次性发放给获奖学生，同时将获奖情况记入学生学籍档案。
[1 | doc1] 学满一学年以上退学的研究生，按规定时间办完退学手续后，可申请办理肄业证书。学习不满一学年退学的研究生可办理学习证明。

基于以上证据，简短回答：学满一学年以上退学的研究生，按规定时间办完退学手续后，可申请办理肄业证书。学习不满一学年退学的研究生可办理学习证明。
[1 | doc1] 学生对学校的处分决定有异议时，应在接到学校处分决定书之日起10日内提出书面申诉。如果原处分决定书未告知申诉期限，申诉期限则从学生知道或应当知道处分决定之日起计算，但最长不得超过6个月。

基于以上证据，简短回答：学生对学校的处分决定有异议时，应在接到学校处分决定书之日起10日内提出书面申诉。如果原处分决定书未告知申诉期限，申诉期限则从学生知道或应当知道处分决定之日起计算，但最长不得超过6个月。

基于以上内容，简短回答：研究生入学后多久制定个人培养计划？研究生入学后半年制定个人培养计划。

基于以上内容，简短回答：研究生入学后多久制定个人培养计划？研究生入学后半年制定个人培养计划。
[1 | doc1] 研究生有下列情形之一的，由学校给予开除学籍处分：(1)受开除学籍处分的;(2)受留校察看处分期间又受撤销处分的;(3)受警告处分后，又被发现有违纪行为",0.07261813302549416,0.13793103448275862,0.0,5.7118611335754395,0.8
研究生入学后多久制定个人培养计划？,RAG_Opt_v3,"[1 | doc1] 学生对学校的处分决定有异议时，应在接到学校处分决定书之日起10日内提出书面申诉。如果原处分决定书未告知申诉期限，申诉期限则从学生知道或应当知道处分决定之日起计算，但最长不得超过6个月。
[1 | doc1] 学生对学校的处分决定有异议时，应在接到学校处分决定书之日起10日内提出书面申诉。",0.1374708101760565,0.4444444444444445,0.0,5.704811096191406,0.8
博士生的培养方式有哪些？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。

基于以上证据，简短回答：博士生中期考核不合格的处理方式包括：  
1. 首次不合格的博士生需等待三个月后方可再次参加中期考核。  
2. 中期考核总次数不得超过三次。  

对于三次中期考核均不合格的博士生，将面临以下后果：  
1. 终止博士阶段的学业，根据学籍管理规定处理后续事宜。  
2. 直博生和硕博连读生可选择申请转为硕士生培养、申请结业或办理退学。  
3. 其他博士生(非直博或硕博连读)可选择申请结业或办理退学。
[1 | doc1] 博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。

基于以上证据，简短回答：博士生个人培养计划应在入学后一个月内完成。如需修改个人培养计划，须经导师同意并报培养单位备案。
[1 | doc1] 硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。

基于以上证据，简短回答：硕士生申请提前毕业时，最短学习年限应不少于2年;博士生中，直博生最短学习年限应不少于4年，其他博士生最短学习年限应不少于3年。各院系可根据学科特点制定具体的提前毕业管理办法。
[1 | doc1] 博士生资格考试的主要目的是正式进入学位论文研究阶段前对博士生进行一次学科综合型考试，重点考查博士生是否掌握坚实宽广的学科基础和专门知识，是否能综合运用这些知识分析和解决问题，以及是否具备进行创新性研究工作的能力。资格考试通过后方可申请开题答辩。

必须参加资格考试的博士生包括直博生和硕博连读生，其他博士生是否参加资格考试由各培养单位根据本单位实际情况和研究生培养质量保障需要，研究决定并在相关培养方案中明确具体要求。

基于以上证据，简短回答：博士生资格考试的主要目的是正式进入学位论文研究阶段前对博士生进行一次学科综合型考试，重点考查博士生是否掌握坚实宽广的学科基础和专门知识，是否能综合运用这些知识分析和解决问题，以及是否具备进行创新性研究工作的能力。资格考试通过后方可申请开题答辩。

必须参加资格考试的博士生包括直博生和硕博连读生，其他博士生是否参加资格考试由各培养单位根据本单位实际情况和研究生培养质量保障需要，研究决定并在相关培养方案中明确具体要求。
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。

基于以上内容，简短回答：博士生的培养方式有哪些？

博士生培养方式主要包括以下几种：

(1)全日制培养，即脱产学习;

(2)非全日制培养，即在职学习;

(3)委托培养，即委托其他高校或科研机构培养;

(4)定向培养，即在国家计划内招收的定向就业的博士生，毕业后回原单位工作。

根据培养方式的不同，博士生可以分为全日制博士生、非全日制",0.03988852501714161,0.1111111111111111,0.0,5.838902711868286,0.8
博士生的培养方式有哪些？,RAG_Opt_v3,"博士研究生的基本学习年限为3至5年。
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。
[1 | doc1] 博士研究生的基本学习年限为3至5年。

基于以上证据，简短回答：博士研究生的基本学习年限为3至5年。
[1 | doc1] 博士",0.06541868941754436,0.2222222222222222,0.0,5.856635570526123,0.8
课程成绩不达标如何处理？,RAG_Original,"以下是检索到的证据：
[1 | doc1] 短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。

基于以上证据，简短回答：短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。
[1 | doc1] 德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。

基于以上证据，简短回答：德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。
[1 | doc1] 德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。

基于以上证据，简短回答：德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。
[1 | doc1] 分项成绩指的是在申请人参加的外语考试中，各单项技能(如听力、阅读、写作)所获得的成绩。

基于以上证据，简短回答：分项成绩指的是在申请人参加的外语考试中，各单项技能(如听力、阅读、写作)所获得的成绩。

[1 | doc1] 研究生培养过程中的学术活动是指：

1. 各类学术讲座;
2. 参加学术会议;
3. 参加国际学术会议;
4. 参加学术交流活动;
5",0.025590159040508702,0.08163265306122448,0.0,5.89757227897644,0.8
课程成绩不达标如何处理？,RAG_Opt_v3,"模仿 gold 风格，精确复述核心事实 (1-2 句)，基于证据回答问题。问题：课程成绩不达标如何处理？ 证据：[1 | doc1] 短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。

基于以上证据，简短回答：短期挂职实践项目的时间要求是不少于四周。参加者需完成""技术报告""且成绩达到""良""(含)以上，才能获得2学分。该项目由研究生工作部或院(系)组织，实践单位包括各级党政群机关、事业单位，市属及以上工业企业、科研院(所)，各开发区(新区)以及国际组织实习挂职。
[1 | doc1] 德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。

基于以上证据，简短回答：德育助理在以下情况下会被考核为“不合格”：

1. 政治觉悟不高，工作中出现不当言论或行为，造成不良影响的;
2. 违反校纪校规，被学院或学校纪律处分的;
3. 在上级和学校的有关工作检查中存在突出问题的;
4. 在事关稳定工作中存在突出问题的;
5. 遇有突发事件，知情不报或处理不当，造成严重后果的;
6. 所带班级、党支部等集体涣散或所负责的纵向工作表现较差的;
7. 研究生工作会议出席率低于60%，或无故缺席3次以上者;
8. 未能完成学校规定的年度学习培训任务的;
9. 未履行检查职责，所负责工作中出现重大安全事故的;
10. 未能完成学业要求，屡次旷课，无故挂科的。
[1 | doc1] 德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。

基于以上证据，简短回答：德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3. **纪律或学业问题影响**：若因违反校纪校规、政治觉悟问题、工作失职(如突发事件处理不当、重大安全事故等)或学业不达标(如旷课、挂科)导致不合格，可能面临更严重的纪律或学业处分。

以上后果直接关联考核结果的应用和岗位管理，确保德育助理工作的严肃性和规范性。
[1 | doc1] 德育助理考核结果为“不合格”的后果包括以下几点：

1. **绩效津贴取消**：考核结果为“不合格”的德育助理不享有绩效津贴，仅能获得基础津贴。

2. **工作资格终止**：除确因特殊情况可视情节考虑外，考核结果为“不合格”的德育助理不得继续从事德育助理工作。

3.",0.010799933340539379,0.08333333333333333,0.0,5.890709400177002,0.8
